date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-26,28.2,24,33,0.2,,319,6.7,,1009.8,
2022-09-27,29.6,25,34,0.2,,318,6.7,,1007,
2022-09-28,26.4,25,30,26,,322,7.4,,1005.8,
2022-09-29,25.8,24,29,33.3,,353,8.5,,1006.7,
2022-09-30,26.6,25,31,18.2,,42,9.2,,1008.4,
2022-10-01,26.4,25,29,41.9,,82,11.4,,1009.7,
2022-10-02,26.8,25,30,26.2,,88,10.9,,1010.8,
2022-10-03,27.9,25,32,5.4,,23,7.3,,1012.2,
2022-10-04,27.4,25,33,4,,306,6.1,,1013.3,
2022-10-05,28.4,24,33,2.7,,38,6.4,,1013,
2022-10-06,26.3,24,33,1.8,,34,6.8,,1013.6,
2022-10-07,26.4,24,30,5.2,,49,5.6,,1014,
2022-10-08,26.9,24,30,12.1,,66,9.9,,1014.5,
2022-10-09,24.6,23,27,50.2,,21,15.2,,1017.3,
2022-10-10,22.9,22,27,0,,17,12,,1020.4,
2022-10-11,24.3,19,29,0,,20,6.3,,1017.5,
2022-10-12,25.2,21,30,0,,51,8.1,,1015.6,
2022-10-13,24.7,22,30,0,,19,5.7,,1014.6,
2022-10-14,25.5,19,31,0,,339,7.3,,1013,
2022-10-15,25.4,21,31,0,,337,8.4,,1012.8,
2022-10-16,27.3,19,32,0,,325,9.1,,1014.2,
2022-10-17,27.1,24,32,0,,338,13.9,,1014.4,
2022-10-18,25.3,23,30,0,,346,12.6,,1015,
2022-10-19,20.5,17,26,0.1,,23,10.7,,1016.8,
2022-10-20,17.6,16,18,19.3,,337,9,,1018.5,
2022-10-21,20.7,18,22,6.3,,315,8.3,,1018.7,
2022-10-22,26.1,20,32,0,,306,6.4,,1016.7,
2022-10-23,27.9,22,33,0,,346,4.8,,1015,
2022-10-24,28,23,33,0,,30,7.6,,1014,
2022-10-25,24.4,23,28,0,,262,7.9,,1016.1,
2022-10-26,25.6,23,28,2.2,,303,5.7,,1015.2,
2022-10-27,26.6,24,29,0,,132,7.6,,1014.5,
2022-10-28,27.1,24,31,0.5,,103,6.9,,1015,
2022-10-29,25.8,24,30,0,,359,7.6,,1015,
2022-10-30,26.1,21,30,0,,334,7.4,,1013.8,
2022-10-31,25.3,22,30,0,,10,11.7,,1014.7,
2022-11-01,23.8,21,30,0,,331,10,,1014.2,
2022-11-02,23.2,17,29,0,,312,6.2,,1011.9,
2022-11-03,23.7,17,30,0,,322,6.7,,1013,
2022-11-04,24.7,19,30,0,,324,7.1,,1016.2,
2022-11-05,24.3,20,29,0,,25,7.6,,1018,
2022-11-06,23.4,20,28,0,,69,6.5,,1017.6,
2022-11-07,23.8,19,28,0,,80,7.4,,1016.4,
2022-11-08,24.1,20,29,0,,41,6,,1016.5,
2022-11-09,24.9,19,29,0,,93,5.9,,1016.3,
2022-11-10,25.1,22,27,0,,127,6,,1015.8,
2022-11-11,25.8,23,30,0.7,,109,9.1,,1014.9,
2022-11-12,25.9,23,30,0.6,,98,10.2,,1013.8,
2022-11-13,25.8,22,28,1.6,,101,6.8,,1014.5,
2022-11-14,25.7,22,29,0.3,,32,5.6,,1014.8,
2022-11-15,26.1,23,29,0,,114,8.9,,1013.4,
2022-11-16,27.2,24,31,4.6,,121,11.6,,1011.7,
2022-11-17,26.8,25,31,0.6,,123,15.3,,1011.5,
2022-11-18,27.1,24,31,1.7,,116,13.6,,1012.6,
2022-11-19,26.4,25,29,21.2,,109,10.5,,1013.6,
2022-11-20,24.6,23,29,0,,51,9.5,,1013,
2022-11-21,25.2,22,30,0,,74,7,,1011.5,
2022-11-22,26.1,22,28,0.9,,1,5.2,,1011.3,
2022-11-23,25.9,25,29,1.2,,12,7.8,,1012,
2022-11-24,22.4,22,25,60.5,,41,9.7,,1013.6,
2022-11-25,23.4,21,25,1.2,,32,5.7,,1014.2,
2022-11-26,23.2,22,24,4.7,,67,11.6,,1012.5,
2022-11-27,27.1,24,31,0,,134,16.2,,1008.5,
2022-11-28,27.4,24,32.9,0.2,,123,14.2,,1008.1,
2022-11-29,28.1,25,32,0,,122,12.3,,1009.5,
2022-11-30,23.3,18,31,13.4,,108,19.5,,1013.6,
2022-12-01,14.4,14,18,5.6,,39,19.2,,1019.9,
2022-12-02,15.6,13,18,0,,13,13.3,,1020.7,
2022-12-03,17.9,15,20,0,,33,7.7,,1017.3,
2022-12-04,16.7,15,19,0,,23,13.6,,1019.1,
2022-12-05,16.5,15,20,0.6,,19,12.7,,1021.6,
2022-12-06,17.6,14,19,0,,40,9.3,,1019.2,
2022-12-07,16.3,15,18,0,,19,10.6,,1018.8,
2022-12-08,16.6,16,17,0,,11,9.3,,1018.5,
2022-12-09,16.3,16,17,0,,13,10.4,,1017,
2022-12-10,16.8,15,18,4.2,,23,8.6,,1016.7,
2022-12-11,18.7,17,21,0,,8,6.9,,1017.8,
2022-12-12,17.7,16,22,0,,2,8.6,,1020,
2022-12-13,18.5,13,23,0,,68,7.3,,1019.7,
2022-12-14,17.3,14,22,0,,21,10,,1021.3,
2022-12-15,17.8,11,22,0,,100,8.2,,1016.8,
2022-12-16,20.3,13,24,0,,14,6.8,,1017.1,
2022-12-17,18.3,17,21,0,,19,17.5,,1026,
2022-12-18,15.3,13,20,0,,19,13.4,,1026.7,
2022-12-19,14.7,9,20,0,,58,7.5,,1020.5,
2022-12-20,18.2,10,22,0,,70,6.1,,1017.1,
2022-12-21,18,15,23,0,,333,9.6,,1018.1,
2022-12-22,19.1,12,23,0,,69,6.5,,1016.6,
2022-12-23,19.6,15,24,0,,81,9.7,,1017.7,
2022-12-24,18.7,14,24,0,,47,6.4,,1020,
2022-12-25,18.4,13,23,0,,109,9.7,,1020,
2022-12-26,17.6,14,20,0.4,,74,7.2,,1020.5,
2022-12-27,19.4,17,21,0,,111,8.4,,1019.8,
2022-12-28,13.6,12,19,1.5,,43,14.6,,1022.3,
2022-12-29,13.6,12,15,0.2,,11,12.2,,1026.4,
2022-12-30,14.4,13,16,0,,5,10.1,,1026.7,
2022-12-31,15,14,17,0,,7,6.9,,1025.5,
2023-01-01,17.7,11,21,0,,311,6,,1023.7,
2023-01-02,17.9,16,21,0,,37,8.8,,1024.3,
2023-01-03,18.5,15,21,0,,36,8.8,,1024.5,
2023-01-04,19.2,16,21,0,,90,8.2,,1022.4,
2023-01-05,19.4,17,21,0,,67,7.1,,1023,
2023-01-06,19.1,17,25,0,,16,17,,1024.8,
2023-01-07,18.1,13,22,0,,300,5.5,,1021,
2023-01-08,19.7,16,23,0,,254,7.1,,1019,
2023-01-09,20.6,17,23,0,,300,6.5,,1018.8,
2023-01-10,19.7,18,23,4.6,,39,7.6,,1018,
2023-01-11,19.6,18,21,1.4,,41,6.4,,1015.3,
2023-01-12,21.1,19,24,0,,128,10.3,,1011.8,
2023-01-13,22.9,19,29,0,,108,10.5,,1008.3,
2023-01-14,24.3,20,32,0,,59,9.1,,1006.1,
2023-01-15,17.8,15,22,1.2,,65,18.6,,1013.1,
2023-01-16,13.2,12,15,0,,42,15.4,,1021.8,
2023-01-17,12.9,11,14,0,,19,12.4,,1024,
2023-01-18,14.9,13,17,0,,355,8.7,,1025,
2023-01-19,15,14,17,0,,24,7.9,,1023.1,
2023-01-20,15.6,14,18,0,,314,6.2,,1021.7,
2023-01-21,17.8,12,23,0,,127,8.1,,1017.6,
2023-01-22,18.5,15,21,0,,85,6.2,,1014.9,
2023-01-23,19.5,17,23,4,,82,8.5,,1015.5,
2023-01-24,15.1,12,20,1.7,,21,18.5,,1025.4,
2023-01-25,14.3,7,19,0,,107,11.3,,1021.2,
2023-01-26,15.6,11,18,0.5,,48,7,,1016.9,
2023-01-27,15.1,14,17,0.5,,19,14.6,,1024.3,
2023-01-28,14.3,12,19,0,,49,9.2,,1024.3,
2023-01-29,14.7,9,21,0,,23,6.7,,1024.3,
2023-01-30,15.6,9,22,0,,129,6.8,,1021.1,
2023-01-31,17.3,10,23,0,,104,11.9,,1015.2,
2023-02-01,19.7,14,22,0,,119,10,,1012.8,
2023-02-02,21.1,17.9,23,0.8,,115,5,,1015.3,
2023-02-03,20.2,20,22,6.5,,172,8.3,,1014.9,
2023-02-04,20.7,19,22,2.5,,128,10.7,,1012.5,
2023-02-05,20.6,20,23,4,,120,12.2,,1011.8,
2023-02-06,20.4,20,21,5.2,,123,12.7,,1010.8,
2023-02-07,21,20,22,4.8,,108,9.5,,1011.8,
2023-02-08,21.5,21,22,4.7,,132,11.3,,1011.8,
2023-02-09,22.3,21,24,3.8,,132,12.6,,1012.3,
2023-02-10,22.5,21,24,1.6,,122,12.9,,1011.6,
2023-02-11,23.3,22,25,0,,126,17.4,,1008.8,
2023-02-12,24.4,22,27,0,,119,15.7,,1008.2,
2023-02-13,24.5,22,29,0,,107,10.4,,1010,
2023-02-14,18.1,17,24,1.8,,51,17.5,,1017.9,
2023-02-15,16.7,16,17,0.4,,42,10.1,,1022.8,
2023-02-16,16.7,16,18,0,,38,6.9,,1023.5,
2023-02-17,18.2,16,20,0,,64,5.4,,1019.9,
2023-02-18,20.8,17,23,0,,117,7.9,,1016.7,
2023-02-19,20.1,19,23,2.3,,322,9.5,,1019.1,
2023-02-20,20.8,18,24,0,,48,9.1,,1018.6,
2023-02-21,21.2,19,24,0,,124,7.5,,1019.6,
2023-02-22,20.4,19,23,0,,143,10.6,,1019.5,
2023-02-23,20.7,18,23,0.1,,122,9,,1016.7,
2023-02-24,18.8,18,21,1.3,,55,11.8,,1020.1,
2023-02-25,19,16,25,0,,22,13,,1026.1,
2023-02-26,17.8,13,23,0,,78,8.5,,1028.1,
2023-02-27,18.2,12,23,0,,102,7.6,,1025.5,
2023-02-28,19.6,14,24,0,,119,8.7,,1021.8,
2023-03-01,19.6,17,21,0,,68,5.9,,1021.7,
2023-03-02,22.3,18,27,0,,214,9.5,,1022.3,
2023-03-03,21.4,17,25,0,,99,8.3,,1023,
2023-03-04,19.3,18,23,0,,15,11.2,,1024.2,
2023-03-05,21.7,16,26,0,,153,8,,1021.9,
2023-03-06,21.9,18,26,0,,109,13.4,,1019.3,
2023-03-07,22.1,20,26,0.5,,136,13.8,,1018.1,
2023-03-08,21.7,20,24,0,,113,11.5,,1018.5,
2023-03-09,23.6,19,29,0,,283,7.9,,1017.6,
2023-03-10,23.6,20,29,0,,112,15.5,,1014.8,
2023-03-11,21.5,21,22,0.6,,110,9.1,,1016.1,
2023-03-12,22.7,21,27,8.1,,39,7.9,,1018.7,
2023-03-13,18.9,17,21,1.2,,3,12.2,,1021.3,
2023-03-14,21.3,16,26,0,,127,11.5,,1014,
2023-03-15,21.3,18,26.9,0.3,,108,7.8,,1012.9,
2023-03-16,24.3,20.2,29,0.3,,122,12.1,,1014,
2023-03-17,23.6,21,26,0,,123,13.7,,1013.6,
2023-03-18,23.3,22,25,0.1,,131,14.1,,1012.9,
2023-03-19,24.4,22,27,0.1,,134,14.3,,1011.1,
2023-03-20,24.9,23,28,0,,128,15.4,,1008,
2023-03-21,25.8,23,29,0,,109,12.3,,1005.1,
2023-03-22,27.7,24,34,0,,98,12.6,,1003.1,
2023-03-23,27.1,25,32,0,,91,11.9,,1003.3,
2023-03-24,27.1,25,30,7.1,,94,13.3,,1005.8,
2023-03-25,23.6,22,27,12.1,,114,15.1,,1009.2,
2023-03-26,18.7,18,21,9.1,,50,15.6,,1011.5,
2023-03-27,19.2,17,21,1.1,,42,11,,1015,
2023-03-28,17.9,17,19,0.2,,45,10.5,,1016.4,
2023-03-29,19.3,16,22,0,,41,9.3,,1014.5,
2023-03-30,19.8,17,22,0.9,,72,8.5,,1012.3,
2023-03-31,20.4,19,22,0,,75,4.5,,1011.5,
2023-04-01,21.6,20,22,0.7,,79,4.4,,1009.6,
2023-04-02,24.2,22,26,1.4,,110,9.1,,1006.9,
2023-04-03,26,23,30,0,,107,14.2,,1005.2,
2023-04-04,26.6,24,30,0,,100,12.7,,1004,
2023-04-05,27.6,25,32,0,,101,12.2,,1004.7,
2023-04-06,27.8,25,32,0.2,,99,12,,1008.3,
2023-04-07,23.3,23,25,0.1,,60,11.4,,1013.8,
2023-04-08,19.8,19,23,4.6,,34,11.1,,1018.9,
2023-04-09,18.9,18,20,0,,68,8.6,,1016.8,
2023-04-10,20.9,18,22,0,,54,5.9,,1011.8,
2023-04-11,23.4,21,26,1.9,,46,5.6,,1009.3,
2023-04-12,24.2,23,26,4.1,,123,9.5,,1009.7,
2023-04-13,24.1,23,25,1.8,,117,11.5,,1008.7,
2023-04-14,24.4,24,25,2.5,,99,10.6,,1008.2,
2023-04-15,25.7,24,30,48.7,,38,7.1,,1010.6,
2023-04-16,25.9,22,30,0,,146,8.4,,1008.9,
2023-04-17,26.1,23,28,0,,112,14.2,,1006.9,
2023-04-18,27.2,25,30,0,,109,13.2,,1004.8,
2023-04-19,28.2,26,32,0,,97,10,,1001.9,
2023-04-20,27.9,25,31,0,,106,8.7,,1000.8,
2023-04-21,28.4,26,32,0,,108,9.7,,1001.6,
2023-04-22,28.3,26,31,0,,109,15.1,,1003.6,
2023-04-23,28,26,31,0.2,,115,15,,1008,
2023-04-24,28.1,26,33,16.4,,115,14.1,,1010.3,
2023-04-25,20.2,18,27,1.9,,60,13.9,,1014,
2023-04-26,22.8,20,26,0,,322,6.1,,1014.1,
2023-04-27,25.9,21,31,0,,97,13.7,,1011.1,
2023-04-28,27,24,30,0.8,,123,14.2,,1009.7,
2023-04-29,24.3,22,29,23.3,,80,13.1,,1011.3,
2023-04-30,23.4,21,25,0,,31,7.4,,1013.2,
2023-05-01,25.6,22,30,0,,92,10.2,,1011.6,
2023-05-02,26.7,22,31,0.2,,126,13.9,,1011.1,
2023-05-03,28.4,25,32,0,,134,16.4,,1009.3,
2023-05-04,29.2,26,34,0,,120,17.1,,1004.1,
2023-05-05,29.9,27,36,0,,98,14,,999.5,
2023-05-06,31.9,27,39,0,,98,11.6,,998.3,
2023-05-07,29.9,28,36,24.5,,98,14.6,,1001.3,
2023-05-08,24.1,23,28,45.1,,57,14.1,,1008.3,
2023-05-09,23.9,21,26,0.4,,62,11.3,,1010.4,
2023-05-10,27.3,24,30,8.9,,94,11,,1009.4,
2023-05-11,26.8,24,33,30.8,,79,11.8,,1011.3,
2023-05-12,25.2,24,29,5.4,,49,13.1,,1014,
2023-05-13,23.3,22,25,0.6,,47,12,,1014.1,
2023-05-14,23.3,20,26,0,,321,7.6,,1012.5,
2023-05-15,27.4,22,32,0,,98,10.4,,1009,
2023-05-16,29.9,25,36,0,,126,12.2,,1004.9,
2023-05-17,32.4,26,39,0,,113,9.4,,1002.8,
2023-05-18,32.7,27,39,0,,66,9.6,,1002.8,
2023-05-19,31.1,27,36,0,,97,14.1,,1003.4,
2023-05-20,30.9,27,36,0,,105,14.5,,1003.8,
2023-05-21,31.4,28,36,0,,103,15.3,,1004.4,
2023-05-22,32.3,28,38,0,,100,13.3,,1004,
2023-05-23,29.7,29,35,17,,95,16,,1004.8,
2023-05-24,27.7,24,33,12.5,,94,11.9,,1006.4,
2023-05-25,27.7,24,32,13.2,,107,12,,1007.4,
2023-05-26,28.6,25,32,7.8,,97,11.3,,1007.9,
2023-05-27,29.4,26,33,7,,104,15.2,,1006.8,
2023-05-28,29.9,27,34,0.2,,108,13,,1007.5,
2023-05-29,30.8,27,35,0.1,,96,9.6,,1007.5,
2023-05-30,31.5,27,36,0,,100,9.5,,1005.7,
2023-05-31,31.9,27,37,0,,106,11.9,,1002.6,
2023-06-01,31.8,28,37,0,,92,13.5,,1000.8,
2023-06-02,31.8,29,38,0,,95,12.8,,1001.8,
2023-06-03,31.1,26,37,13.8,,168,10.4,,1004.7,
2023-06-04,30.1,26,36,43.9,,108,13.2,,1004.9,
2023-06-05,30.3,26,34,18,,94,7.5,,1004.9,
2023-06-06,28.4,27,34,23.1,,28,8.3,,1005.4,
2023-06-07,31.2,27,36,3.6,,310,8.7,,1005,
2023-06-08,29.7,27,35,7.8,,65,10.4,,1003.8,
2023-06-09,29.9,25,33,21.1,,271,12.7,,1003,
2023-06-10,31.9,28,36,0.1,,310,7.4,,1001.1,
2023-06-11,31.8,28,37,0,,97,9.4,,1001,
2023-06-12,30.1,28,34,10.3,,98,12.1,,1001.5,
2023-06-13,28.9,25,34,23.5,,320,9.5,,1001.8,
2023-06-14,27.3,25,30,8.5,,7,6.5,,1004.5,
2023-06-15,30.1,26,34,12.1,,109,7.9,,1003.4,
2023-06-16,31.8,28,35,1.7,,107,11.9,,1001.7,
2023-06-17,29.7,24,36,0.9,,113,11.9,,1002.8,
2023-06-18,28.7,25,33,8.3,,103,10.6,,1004,
2023-06-19,28.6,27,31,2,,72,8.7,,1003.3,
2023-06-20,29.9,26,36,1.1,,95,9.6,,1003.1,
2023-06-21,28.7,24,33,0.2,,68,12,,1004.2,
2023-06-22,30.1,26,33,18.2,,63,7.2,,1003.4,
2023-06-23,26.9,25,30,4.1,,73,9.2,,1003.9,
2023-06-24,26.3,25,28,38.1,,79,7.4,,1003.7,
2023-06-25,26.1,25,28,35.9,,339,7,,1005.2,
2023-06-26,27.6,25,30,13.5,,98,10.9,,1006.2,
2023-06-27,27.9,26,30,2.4,,103,13.1,,1007.1,
2023-06-28,30.1,26,34,0.6,,128,14.1,,1007.2,
2023-06-29,31.6,28,36,0,,130,14.6,,1004.3,
2023-06-30,31.7,29,36,0,,107,14.4,,1001.8,
2023-07-01,31.6,27,37,0,,103,13.3,,1002,
2023-07-02,30.7,28,36,0,,98,12.9,,1002.9,
2023-07-03,30.1,27,34,0,,95,12,,1003.6,
2023-07-04,30.4,27,35,13.3,,73,10.8,,1004,
2023-07-05,29.4,26,35,5,,80,9.2,,1004.2,
2023-07-06,31.8,27,36,0.1,,134,10.2,,1003.8,
2023-07-07,32.6,28,37,0,,133,14.8,,1004.9,
2023-07-08,29.3,25,34,0,,129,16.1,,1006.5,
2023-07-09,30.3,26,34,2.4,,125,9.7,,1007,
2023-07-10,31.4,27,36,0,,123,12,,1006.1,
2023-07-11,31.1,27,37,0,,138,12.7,,1005,
2023-07-12,31.1,27,37,0,,123,11.3,,1004.4,
2023-07-13,31.4,25,36,0,,81,11,,1003.4,
2023-07-14,30.2,27,34,3.6,,94,12,,1002.9,
2023-07-15,31.1,27,34,20.7,,331,10.5,,1002.1,
2023-07-16,32.2,28,36,0.9,,290,9.6,,999.9,
2023-07-17,33.6,29,38,0,,321,10,,997.7,
2023-07-18,26.3,24,32,30,,297,15.7,,998.2,
2023-07-19,26.7,24,29,21.2,,87,7.8,,1003.6,
2023-07-20,27.6,26,29,10.7,,48,5.6,,1006.3,
2023-07-21,29.4,26,33,1.4,,23,5.9,,1008.6,
2023-07-22,31.3,27,36,0.1,,119,9.4,,1009.2,
2023-07-23,31.8,27,36,0.4,,130,10.9,,1007.7,
2023-07-24,31.8,27,36,1.1,,122,10.6,,1006.1,
2023-07-25,32.1,28,37,0,,109,10,,1005.5,
2023-07-26,32.3,27,37,0,,95,9.8,,1003.5,
2023-07-27,32.5,28,37,0.5,,73,7.8,,1000.1,
2023-07-28,28.7,28,31,12.7,,323,10.4,,998.7,
2023-07-29,30.4,27,36,9.9,,304,6.5,,1000,
2023-07-30,30.1,28,34,9.1,,78,9.3,,1001.3,
2023-07-31,27.9,25,34,11.1,,86,9.6,,1002.8,
2023-08-01,28.4,26,33,28.3,,43,6.9,,1002.8,
2023-08-02,28.9,27,33,30.2,,54,8.6,,1001.8,
2023-08-03,28.6,27,34,3.4,,347,7.1,,1001.1,
2023-08-04,26.3,25,28,30.4,,281,9.4,,1002,
2023-08-05,27.6,26,30,3.8,,285,6.7,,1001.2,
2023-08-06,28.2,26,31,9,,73,5.6,,998.7,
2023-08-07,28.8,26,31,30,,75,6.6,,998.2,
2023-08-08,28.9,27,34,24.8,,69,8.3,,1000.2,
2023-08-09,30.5,27,35,0.3,,54,7.3,,1002.2,
2023-08-10,28.7,28,32,12.7,,31,5.9,,1003.3,
2023-08-11,27.3,26,32,14.5,,69,7.7,,1002.1,
2023-08-12,28.6,26,34,12.5,,356,6.6,,1001.6,
2023-08-13,30.2,26,34,17.3,,326,7.4,,1002,
2023-08-14,28.9,23,35,11.3,,88,9.5,,1002.4,
2023-08-15,29,25,33,23.2,,347,6.5,,1004.5,
2023-08-16,29.1,27,33,5.8,,77,9.1,,1005.1,
2023-08-17,31.9,27,36,0.1,,74,7.9,,1004.5,
2023-08-18,30.2,28,33,8.5,,11,8.6,,1003.5,
2023-08-19,29.1,26,31,13.9,,18,6.2,,1004.5,
2023-08-20,25.8,24,29,23.5,,72,8.4,,1005.7,
2023-08-21,29.7,25,33,7.1,,89,9,,1006,
2023-08-22,30.3,27,34,3.8,,92,8,,1004.5,
2023-08-23,29.6,26,36,11.9,,66,9.2,,1002.9,
2023-08-24,28.1,25,33,34.6,,67,8.6,,1004.5,
2023-08-25,28.6,25,33,18,,89,8.4,,1004.9,
2023-08-26,29.1,24,34,10,,98,9.2,,1002.7,
2023-08-27,30.3,27,34,18.1,,72,7.5,,999.9,
2023-08-28,28.3,24,31,14.4,,300,11,,1002.4,
2023-08-29,28.4,27,31,0.2,,39,9.1,,1004.6,
2023-08-30,29.4,26,34,0,,10,7.8,,1006.7,
2023-08-31,29.6,25,34,0,,353,8.4,,1006.3,
2023-09-01,30.5,25,35,0,,298,8.8,,1005.2,
2023-09-02,31.7,27,36,0,,318,8.4,,1002.8,
2023-09-03,27,26,31,0,,25,7.4,,1002.8,
2023-09-04,26.3,23,28,3.9,,323,9.9,,1005.5,
2023-09-05,29.7,26,35,0.1,,315,7.7,,1006,
2023-09-06,31.1,27,36,0.8,,359,7.3,,1006.6,
2023-09-07,30.3,27,36,2.9,,306,6.8,,1006.5,
2023-09-08,29,25,34,4.6,,322,9.9,,1006.3,
2023-09-09,29,27,33,9,,326,7,,1004.9,
2023-09-10,29.1,27,33,3.2,,357,6.2,,1004,
2023-09-11,28.2,25,34,13.9,,64,8.1,,1003.1,
2023-09-12,27.8,27,30,36.9,,66,6.8,,1003.5,
2023-09-13,25.3,24,28,37.9,,306,12.3,,1005.7,
2023-09-14,24.3,24,25,38.8,,308,9.1,,1007.4,
2023-09-15,26.6,24,28,25.1,,320,7.8,,1008.7,
2023-09-16,27.6,25,31,17.6,,336,6.2,,1009.5,
2023-09-17,28.1,25,33,17.5,,8,7.1,,1008.9,
2023-09-18,28.2,26,32,0.9,,64,7,,1009.4,
2023-09-19,30.6,26,34,1.1,,111,11,,1009.7,
2023-09-20,30.1,27,34,2,,117,12.2,,1009,
2023-09-21,30.6,27,35,1.7,,122,11.5,,1009.7,
2023-09-22,30.7,27,35,2.1,,100,10.5,,1009,
2023-09-23,30.1,27,35,0.3,,102,10.9,,1009.3,
2023-09-24,29.6,26,34,3.1,,101,8.7,,1008.8,
2023-09-25,28.3,26,35,13.8,,350,6,,1008.5,
2023-09-26,27.4,25,30,43,,2,11.3,,1008.5,
2023-09-27,26.7,26,30,38.1,,52,12.3,,1009,
2023-09-28,24.6,23,26,37.5,,0,7.9,,1011.5,
2023-09-29,27.3,24,32,16,,311,5.6,,1012,
2023-09-30,29.1,25,33,4.1,,71,5.3,,1010.8,
2023-10-01,29.6,26,34,0,,95,8.7,,1009,
2023-10-02,29.4,26,34,0,,92,7.1,,1010.1,
2023-10-03,29.7,26,33,0,,77,7.3,,1010.2,
2023-10-04,30.1,26,34,0,,98,7.9,,1009.4,
2023-10-05,31.1,27,35,0,,107,9.2,,1007.9,
2023-10-06,30.4,27,35,12.1,,107,11.8,,1008.1,
2023-10-07,26.7,25,29,12.4,,32,13.9,,1010.4,
2023-10-08,27.3,24,31,0,,7,11.3,,1013.1,
2023-10-09,27.3,24,31,0,,22,11.1,,1014.9,
2023-10-10,26.9,25,30,1,,34,12,,1015.5,
2023-10-11,26,24,29,0,,39,10.8,,1016.8,
2023-10-12,23.7,23,25,0,,43,10.5,,1016.6,
2023-10-13,25.6,23,29,0,,4,6.3,,1015.7,
2023-10-14,25.4,23,29,0,,17,12.6,,1014,
2023-10-15,25.8,23,30,0,,343,10.5,,1013.9,
2023-10-16,26.5,22,32,0,,2,7,,1014,
2023-10-17,27,22,32,0,,4,5.2,,1013.3,
2023-10-18,27.6,22,33,0,,355,6.2,,1012.2,
2023-10-19,28.1,24,33,0,,5,10.3,,1010.9,
2023-10-20,27.7,25,31,0,,0,11.8,,1014.4,
2023-10-21,26,24,29,0,,23,12.4,,1017.7,
2023-10-22,25.4,23,28,0,,52,10.3,,1018.2,
2023-10-23,25.4,23,28,0,,35,7.3,,1017.2,
2023-10-24,26.7,23,31,0,,25,6.3,,1015.8,
2023-10-25,27.8,24,32,0,,298,6.2,,1014.7,
2023-10-26,28.7,26,34,0,,100,7.1,,1013.6,
2023-10-27,28,23,32,0,,52,6,,1012.8,
2023-10-28,25.5,24,27,4.2,,35,12,,1014,
2023-10-29,24.1,23,26,16.2,,22,8.5,,1015.3,
2023-10-30,25.8,23,29,5.2,,9,8.7,,1017.6,
2023-10-31,25.7,21,30,0,,13,7,,1018.2,
2023-11-01,25.7,22,31,0,,41,5.1,,1016.9,
2023-11-02,25.9,22,31,0,,103,9.3,,1014.1,
2023-11-03,27,23,31,0.1,,115,11.1,,1011.1,
2023-11-04,28.2,25,32,2.6,,133,12.4,,1011.5,
2023-11-05,27.8,25,32,0,,122,13.8,,1012,
2023-11-06,25.8,22,30,10.6,,66,12.5,,1014.7,
2023-11-07,22.8,22,25,0,,357,7,,1016,
2023-11-08,25.8,22,31,0,,42,6.6,,1013.1,
2023-11-09,27.7,24,31,0,,111,8.5,,1012.4,
2023-11-10,28.2,24,33,0,,115,10.4,,1014,
2023-11-11,28.2,25,33,0.1,,118,10.8,,1014.7,
2023-11-12,26.8,24,32,33.5,,89,10.1,,1016.7,
2023-11-13,18.3,16,23,32.1,,27,20.2,,1022.5,
2023-11-14,18.6,17,21,0,,30,10,,1022.9,
2023-11-15,19.9,18,22,0,,30,7.1,,1021,
2023-11-16,20.3,18,23,2.2,,1,15.3,,1027.2,
2023-11-17,20.5,16,26,0,,355,7.7,,1025.5,
2023-11-18,19.3,13,26,0,,17,5,,1022.7,
2023-11-19,20.2,16,26,0,,331,5.9,,1020.8,
2023-11-20,21.2,16,27,0,,169,6.3,,1018.8,
2023-11-21,21.2,16,27,0,,125,7.7,,1015.9,
2023-11-22,20.7,18,24,0,,19,7,,1015,
2023-11-23,23.7,20,28,0,,300,5.3,,1016.1,
2023-11-24,23.7,21,27,0.2,,328,6.2,,1018.1,
2023-11-25,24,21,28,0.1,,100,6.3,,1018.7,
2023-11-26,23.7,19,29,0.2,,327,7.5,,1019.6,
2023-11-27,23.7,19,29,0,,17,4.6,,1018.5,
2023-11-28,23.2,19,28,0,,94,7,,1018,
2023-11-29,22.5,19,27,0,,78,5.1,,1016.9,
2023-11-30,23.5,21,27,0.2,,16,6.1,,1018.9,
2023-12-01,18.6,17,21,4.2,,32,14.3,,1020.8,
2023-12-02,17.3,16,18,0,,23,11.2,,1021.2,
2023-12-03,18,17,19,0,,18,8.8,,1020.3,
2023-12-04,18.9,17,20,0,,29,8.8,,1018.1,
2023-12-05,18.7,18,19,0,,43,7.5,,1015.8,
2023-12-06,20.8,19,25,3.6,,5,10.2,,1018.8,
2023-12-07,20.3,15,26,0,,291,5.2,,1018.6,
2023-12-08,21.7,16,27,0,,118,9.6,,1014.4,
2023-12-09,22.3,19,26,0,,85,8.1,,1012,
2023-12-10,24.4,23,27,0.5,,131,9.5,,1010.6,
2023-12-11,25,23,27,1.2,,104,10.1,,1012.7,
2023-12-12,24.4,22,27,0.4,,100,9.2,,1015,
2023-12-13,24.8,22,28,0.9,,135,12,,1016.5,
2023-12-14,25,21,30,0.1,,121,11.7,,1015.6,
